conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1927998414643470631,Fri May 30 00:12:57 +0000 2025,0,@reaareaa__ Presiden Prabowo terus kasih energi positif buat Danantara langkah inspiratif,1928243197274190152,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928243197274190152,1711944335028322304,
1927997965647446122,Fri May 30 00:12:52 +0000 2025,0,@reaareaa__ Presiden Prabowo memang selalu hadir di setiap momen penting Danantara,1928243176550060509,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928243176550060509,1709400767428505600,
1928242880683856244,Fri May 30 00:11:42 +0000 2025,0,Jika itu bener ordal (sejenisnya) akan merusak dan buka peluang utk gorogi nyata. Saling kenal dan punya tujuan tentu kongkalingkong sangat terbuka luas. Indonesia ku kini di Danantara https://t.co/uVNkq4Ib0P,1928242880683856244,https://pbs.twimg.com/media/GsJ-rMdaUAMciYZ.jpg,,in,,0,1,0,https://x.com/undefined/status/1928242880683856244,1628338800362672128,
1927997965647446122,Fri May 30 00:09:04 +0000 2025,0,@reaareaa__ Seneng liat Presiden Prabowo support Danantara contoh bagus kolaborasi pemerintah dan startup,1928242218294235334,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928242218294235334,1710153064773193728,
1927997965647446122,Fri May 30 00:08:56 +0000 2025,0,@reaareaa__ Gak ragu lagi support Presiden Prabowo ke Danantara patut dicontoh,1928242185474035769,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928242185474035769,1699643849671692288,
1927998414643470631,Fri May 30 00:08:50 +0000 2025,0,@reaareaa__ Presiden Prabowo dukung Danantara jadi inspirasi buat generasi muda,1928242159855014200,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928242159855014200,1699062626603679744,
1927998414643470631,Fri May 30 00:07:27 +0000 2025,0,@reaareaa__ Gerakan Presiden Prabowo mendukung Danantara bukti nyata dukungan buat karya anak bangsa,1928241811606360304,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928241811606360304,1698962574291894272,
1927997965647446122,Fri May 30 00:05:55 +0000 2025,0,@reaareaa__ Presiden Prabowo emang keren dukungan ke Danantara bikin makin bersemangat,1928241423943348238,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928241423943348238,1708687985972285440,
1927998414643470631,Fri May 30 00:05:23 +0000 2025,0,@reaareaa__ Presiden Prabowo isinya semangat positif buat Danantara,1928241289885041123,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928241289885041123,1709767172560703488,
1927998414643470631,Fri May 30 00:05:14 +0000 2025,0,@reaareaa__ Dukungan Presiden Prabowo ke Danantara wujud nyata cinta negeri,1928241255101743328,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928241255101743328,1876835465283911680,
1927998414643470631,Fri May 30 00:05:04 +0000 2025,0,@reaareaa__ Semoga dukungan Presiden Prabowo ke Danantara terus berjalan biar makin sukses,1928241212307235211,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928241212307235211,1709807441507135488,
1927997965647446122,Fri May 30 00:04:53 +0000 2025,0,@reaareaa__ Presiden Prabowo selalu tunjukin komitmen buat kemajuan Danantara,1928241165599433143,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928241165599433143,1701438296101175296,
1927997965647446122,Fri May 30 00:04:03 +0000 2025,0,@reaareaa__ Presiden Prabowo memberi contoh nyata lewat dukungannya ke Danantara salut banget,1928240955435409818,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928240955435409818,1717788281419845632,
